nama_produk,text,label,gold_label,match_key,group_key,label_id,kb_label,kb_binary_label,kb_confidence,kb_allergen_categories,kb_matched_terms,kb_evidence_methods,_product_key_v5,audit_text_norm_v5,audit_text_hash_v5,leakage_component_id,prob_unsafe,predicted_label,gold_binary,kb_binary,model_binary,error_triage
biokul yoghurt bluberi,"Yogurt (95.75%) (Mengandung Susu (26.35%). Kultur Bakteri (S. thermophilus. L. bulgaricus. L. acidophilus, Bifidobacterium)). Buah
Blueberi (1.95%). Gula, Air, Perisa Sintetik, Penstabil Nabati dan Hewani, Pengatur Keasaman (Asam Sitrat), Penstabil Nabati.",unsafe,unsafe,biokul yoghurt bluberi,biokul yoghurt bluberi,1,unsafe,1,1.0,Dairy,yogurt,exact/synonym,biokul yoghurt bluberi,"yogurt (95.75%) (mengandung susu (26.35%). kultur bakteri (s. thermophilus. l. bulgaricus. l. acidophilus, bifidobacterium)). buah blueberi (1.95%). gula, air, perisa sintetik, penstabil nabati dan hewani, pengatur keasaman (asam sitrat), penstabil nabati.",44ed0063fcb9f6533f2ae92e2bc8c8e35555a0f4a84311328d8a22e838753158,11,0.5465116500854492,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
biokul yoghurt jeruk,"Yogurt (80%) (Mengandung Susu (26,35%). Kultur Bakteri (S. thermophilus. L. bulgaricus. L. acidophilus, Bifidobacterium)). Aprikot Olahan (10%) (Mengandung Potongan Aprikot (18%)), Air, Gula, Potongan Persik (1%), Perisa Sintetik. Penstabil Nabati. ",unsafe,unsafe,biokul yoghurt jeruk,biokul yoghurt jeruk,1,unsafe,1,1.0,Dairy,yogurt,exact/synonym,biokul yoghurt jeruk,"yogurt (80%) (mengandung susu (26,35%). kultur bakteri (s. thermophilus. l. bulgaricus. l. acidophilus, bifidobacterium)). aprikot olahan (10%) (mengandung potongan aprikot (18%)), air, gula, potongan persik (1%), perisa sintetik. penstabil nabati.",c8a283edc663583e9dd563b089e53baa17ae0224eb46fed913370bc447fb09b5,12,0.5466296076774597,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
biokul yoghurt ori,"Air, Susu Sapi (25%), Susu Skim Bubuk. Konsentrat Susu, Gula, Buah Blueberi (3.5%), Pati modifikasi, Penstabil (Nabati, Gelatin Sapi). Perisa Sintetik Blueberi, Pengatur Keasaman
Asam Sitrat, Kultur Yogurt (S. thermophilus, L. bulgaricus,
L. acidophilus. Bifidobacterium).",unsafe,unsafe,biokul yoghurt ori,biokul yoghurt ori,1,unsafe,1,1.0,Dairy,yogurt,exact/synonym,biokul yoghurt ori,"air, susu sapi (25%), susu skim bubuk. konsentrat susu, gula, buah blueberi (3.5%), pati modifikasi, penstabil (nabati, gelatin sapi). perisa sintetik blueberi, pengatur keasaman asam sitrat, kultur yogurt (s. thermophilus, l. bulgaricus, l. acidophilus. bifidobacterium).",774e14cb59cc25f3751b1a6074c225be1d835454986367837fbba479a27ad0c5,13,0.5468210577964783,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
biokul yoghurt stroberi,"Yogurt (90,90%) (Mengandung Susu (26,35%). Kultur Bakteri (S. thermophilus. L. bulgaricus. L. acidophilus, Bifidobacterium)). Air, Buah Stroberi (3,24%), Gula, Pengatur Keasaman Asam Sitrat, Penstabil Nabati, Perisa Sintetik Stroberi, Pewarna Sintetik (Karmoisin CI No. 14720)",unsafe,unsafe,biokul yoghurt stroberi,biokul yoghurt stroberi,1,unsafe,1,1.0,Dairy,yogurt,exact/synonym,biokul yoghurt stroberi,"yogurt (90,90%) (mengandung susu (26,35%). kultur bakteri (s. thermophilus. l. bulgaricus. l. acidophilus, bifidobacterium)). air, buah stroberi (3,24%), gula, pengatur keasaman asam sitrat, penstabil nabati, perisa sintetik stroberi, pewarna sintetik (karmoisin ci no. 14720)",6e959bad9cdb7ddcb6e894ed2d307ebad63dd91c1be84c39eb3bf9602ff1251c,14,0.5460634827613831,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
biskuit lapis cokelat binch,"Cokelat 59%. (mengandung susu. kacang almond, kacang tanah), tepung gandum, temak reroti (mengandung antioksidan tokoferol). susu bubuk,  sirup gula invert, mentega penqembang amonium hidrogen karbonat dan natrium hidrogen karbonat, garam, whey protein. pengemulsi lesitin kedelai, campuran ragi, perisa sintetik. pengatur keasaman asam sitrat, bahan penolong enzim protease.
Menqandunq alergen, lihat daftar yang dicetak tebat.",unsafe,unsafe,biskuit lapis cokelat binch,biskuit lapis cokelat binch,1,unsafe,1,1.0,Dairy;Gluten;Soy;Tree Nut,tepung gandum;susu bubuk;lesitin kedelai;kacang almond,exact/synonym;exact/synonym;exact/synonym;exact/synonym,biskuit lapis cokelat binch,"cokelat 59%. (mengandung susu. kacang almond, kacang tanah), tepung gandum, temak reroti (mengandung antioksidan tokoferol). susu bubuk, sirup gula invert, mentega penqembang amonium hidrogen karbonat dan natrium hidrogen karbonat, garam, whey protein. pengemulsi lesitin kedelai, campuran ragi, perisa sintetik. pengatur keasaman asam sitrat, bahan penolong enzim protease. menqandunq alergen, lihat daftar yang dicetak tebat.",8625c4eb69557f8e262396b4957a8dd03146187e72a2492d2f1ddfa7076f116b,15,0.5456286668777466,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
blastoz bites,"Gula, Pengganti Lemak Kakao, Tepung Terigu, Maltodekstrin, Sirup Glukosa, Krispi Beras (7%), Whey Bubuk, Lemak Reroti Nabati (Mengandung Antioksidan Askorbil Palmitat & Tokoferol), Kakao Bubuk (4.3%), Kalsium Karbonat, Sirup
Fruktosa, Dekstrosa, Susu Bubuk Full Cream, Humektan (Gliserin), Krimer
(Mengandung Kasein & Pewarna Alami Beta-Karoten (Sintetik) CI. No. 40800),
Pengemulsi Lesitin Kedelai, Garam, Minyak Nabati (Mengandung Antioksidan TBHQ), Ekstrak Malt, Perisa Sintetik, Kakao Massa (0.11%),  Pewama Alami Karamel Kelas IV, Pengental Nabati. Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,unsafe,blastoz bites,blastoz bites,1,unsafe,1,1.0,Dairy;Gluten;Soy,tepung terigu;susu bubuk;lesitin kedelai,exact/synonym;exact/synonym;exact/synonym,blastoz bites,"gula, pengganti lemak kakao, tepung terigu, maltodekstrin, sirup glukosa, krispi beras (7%), whey bubuk, lemak reroti nabati (mengandung antioksidan askorbil palmitat tokoferol), kakao bubuk (4.3%), kalsium karbonat, sirup fruktosa, dekstrosa, susu bubuk full cream, humektan (gliserin), krimer (mengandung kasein pewarna alami beta-karoten (sintetik) ci. no. 40800), pengemulsi lesitin kedelai, garam, minyak nabati (mengandung antioksidan tbhq), ekstrak malt, perisa sintetik, kakao massa (0.11%), pewama alami karamel kelas iv, pengental nabati. mengandung alergen, lihat daftar bahan yang dicetak tebal.",9529d402a800b91c5be9493f99b65dc4ab74f9978db09fa9ef3280bb09476b57,16,0.5449972152709961,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
bourbon botter cookies,"Tepung Gandum (48%), Gula Pasir, Lemak Reroti, Margarin (mengandung susu), Mentega (3%) (mengandung
susu sapi), Kelapa, Telur, Susu Skim, Garam, Perisa Alami, Pengembang Natrium Hidrogen karbonat, Minyak Nabati, Pengemulsi Lesitin Kedelai, Pemrna Alami Beta-Karoten (Sintetik) Cl No.40800 ""Mengandung alergen, Lihat daftar bahan yang dicetak tebal""",unsafe,unsafe,bourbon botter cookies,bourbon botter cookies,1,unsafe,1,1.0,Dairy;Egg;Gluten;Soy,tepung gandum;mentega;telur;lesitin kedelai,exact/synonym;exact/synonym;exact/synonym;exact/synonym,bourbon botter cookies,"tepung gandum (48%), gula pasir, lemak reroti, margarin (mengandung susu), mentega (3%) (mengandung susu sapi), kelapa, telur, susu skim, garam, perisa alami, pengembang natrium hidrogen karbonat, minyak nabati, pengemulsi lesitin kedelai, pemrna alami beta-karoten (sintetik) cl no.40800 mengandung alergen, lihat daftar bahan yang dicetak tebal",4d76ecbf901718db1fd5babe7dcd6be782cfc12fc5615927649d985eaebd89d9,18,0.545867383480072,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
bourbon choco&coffee biscuits,"Tepung Gandum (47.36%), Gula Pasir, Lemak Reroti, Minyak Nabati, Susu Bubuk, Lembaga Gandum (1.89%), Kakao bubuk (1.16%), Pengembang Natrium Hidrogen Karbonat, Ekstrak Malt, Glukosa, Garam, Kopi (0.5611%), Kakao massa, Whey Bubuk, Pengemulsi Lesitin Kedelai, Pewarna Alami Ekstrak Anato CI No. 75210, Perisa Alami  ""Mengandung alergen, Lihat daftar bahan yang dicetak tebal""",unsafe,unsafe,bourbon choco coffee biscuits,bourbon choco coffee biscuits,1,unsafe,1,1.0,Dairy;Gluten;Soy,tepung gandum;susu bubuk;lesitin kedelai,exact/synonym;exact/synonym;exact/synonym,bourbon choco&coffee biscuits,"tepung gandum (47.36%), gula pasir, lemak reroti, minyak nabati, susu bubuk, lembaga gandum (1.89%), kakao bubuk (1.16%), pengembang natrium hidrogen karbonat, ekstrak malt, glukosa, garam, kopi (0.5611%), kakao massa, whey bubuk, pengemulsi lesitin kedelai, pewarna alami ekstrak anato ci no. 75210, perisa alami mengandung alergen, lihat daftar bahan yang dicetak tebal",39849321cc28fee829f443ca459f0cc9fb1dba906c27b3fd0e2455030d264615,19,0.5458972454071045,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
brook farm chocolate milk,"Susu Sapi Segar (92,60%), Gula, Susu Sapi Skim Segar (3%), Cokelat Bubuk (1%), Penstabil Nabati TANPA PEWARNA SINTETIK DAN
PENGAWET",unsafe,unsafe,brook farm chocolate milk,brook farm chocolate milk,1,unsafe,1,1.0,Dairy,susu,exact/synonym,brook farm chocolate milk,"susu sapi segar (92,60%), gula, susu sapi skim segar (3%), cokelat bubuk (1%), penstabil nabati tanpa pewarna sintetik dan pengawet",741dfe23f6a8adb79abf2866820bcc3c95b11ea14b8eab5f0d94967d0305a6d3,20,0.5450519919395447,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
brook farm fresh milk,Susu Sapi Segar (100%) TANPA PEWARNA SINTETIK DAN PENGAWET,unsafe,unsafe,brook farm fresh milk,brook farm fresh milk,1,unsafe,1,1.0,Dairy,susu,exact/synonym,brook farm fresh milk,susu sapi segar (100%) tanpa pewarna sintetik dan pengawet,b64f94ae3b781e7abb741438832debb6cb9c2b7217562a6b591f9e99e0e42c91,21,0.5464728474617004,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
brook farm low-fat milk,"Susu Sapi Segar (40%), Air, Susu Skim Segar (20%) TANPA PEWARNA SINTETIK DAN PENGAWET",unsafe,unsafe,brook farm low fat milk,brook farm low fat milk,1,unsafe,1,1.0,Dairy,susu,exact/synonym,brook farm low-fat milk,"susu sapi segar (40%), air, susu skim segar (20%) tanpa pewarna sintetik dan pengawet",bd1186060ac57ffde3a91f5f0f9925979f71ee2ee3886eab84afc52dfd0ad997,22,0.5452093482017517,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
brook farm strawberry milk,"Susu Sapi Segar (94,67%), Gula, Sirup Stroberi (2,5%) (Mengandung Jus Stroberi (24%)), Penstabil Nabati, Perisa Sintetik, Pewarna Merah Allura CI No. 16035 TANPA PENGAWET",unsafe,unsafe,brook farm strawberry milk,brook farm strawberry milk,1,unsafe,1,1.0,Dairy,susu,exact/synonym,brook farm strawberry milk,"susu sapi segar (94,67%), gula, sirup stroberi (2,5%) (mengandung jus stroberi (24%)), penstabil nabati, perisa sintetik, pewarna merah allura ci no. 16035 tanpa pengawet",986e67d1bf895a45716a2eb87d7411f5a958eb14d4ba8e647b38b83c7fdbc9a5,23,0.5447993278503418,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
bumbu sup udon higashimaru udon soup,"Usukuchi kecap bubuk, garam, gula, dekstrosa, protein kedelai, daun bawang, ikan bonito bubuk, kelp, penguat rasa mononatrium glutamat, pewama alami karamel IV. Mengandung alergen,
lihat daftar bahan yan dicetak tebal",unsafe,unsafe,bumbu sup udon higashimaru udon soup,bumbu sup udon higashimaru udon soup,1,unsafe,1,1.0,Fish;Soy,kedelai;ikan,exact/synonym;exact/synonym,bumbu sup udon higashimaru udon soup,"usukuchi kecap bubuk, garam, gula, dekstrosa, protein kedelai, daun bawang, ikan bonito bubuk, kelp, penguat rasa mononatrium glutamat, pewama alami karamel iv. mengandung alergen, lihat daftar bahan yan dicetak tebal",bd78689cf5f5dea88153c75f82ae67cda05a90fefbc5cbbb53884da6215d1adc,24,0.5483958125114441,unsafe,1,1,1,GOLD_CORRECT_KB_CORRECT_MODEL_CORRECT
