text,label,label_id,synthetic_rule
"TEH HIJAU BUBUK (2%), Daging Ayam 35%, Rempah (Bawang Merah Bubuk, bawang putih bubuk, Dinatrium 5'-Ribonukleotida), susu, Pemanis Alami Glikosida Steviol.",unsafe,1,KB_UNSAFE
"margarin (mengandung pewarna alami Beta karoten (sayuran) CI No 75130), Penguat Rasa (Natrium Inosinat, TEH HIJAU BUBUK (2%), PENGEMBANG (AMONIUM BIKARBONAT.",safe,0,KB_SAFE
"jahe, LAKTOSA, Buah Stroberi Bubuk 0, hazelnut, Madu (3%), Pala Bubuk, serbuk jagung pilihan.",unsafe,1,KB_UNSAFE
"minyak sayur berkualitas, BERAS JEPANG (63, Bumbu Ayam Teriyaki ({6, Tepung Mocaf.",safe,0,KB_SAFE
"natrium sulfat, Tepung Beras), Kentang Kering (62, minyak goreng.",safe,0,KB_SAFE
"dan Perisa Sintetik Vanila, Bikarbonat), Laktosa, tepung dari biji beras, keju, Bumbu Pedas Tingkat 15 (Cabai bubuk.",unsafe,1,KB_UNSAFE
"Rempah (1, DEKSTROSA MONOHIDRAT, bubuk lada, 8 %, 45430, aroma artifisial.",safe,0,KB_SAFE
"Teh hijau sencha, biru berlian FCF CI 42090), Nisin), abai 6, ANTIOKSIDAN TBHQ, minyak nabati murni.",safe,0,KB_SAFE
"penguat rasa dinatrium ribonukleotida, wijen, Rumput laut kering (47%), Minyak Nabati.",unsafe,1,KB_UNSAFE
"Kacang Pohon dan Kacang Tanah, bubuk kakao, garam berbumbu (5%) (berisi penguat rasa MSG, Krimer minuman, perisa buatan (stroberi.",safe,0,KB_SAFE
"Antioksidan BHT, 557%), air mineral, Pewama Sintetik Tartrazin CI No, merica bubuk, 07%), siung bawang putih (0, Anti Kempal Siiikon Dioksida Halus.",safe,0,KB_SAFE
"kaldu nabati, 79%), madu murni (0, Karagenan, lemak reroti (Mengandung Antioksidan BHA), biru berlian FCF CI 42090), kenari.",unsafe,1,KB_UNSAFE
"Penstabil [Asam Natrium Pirofosfat (E450(i)), dinatrium 5'-inosinat, pemanis asesulfam-K, Bikarbonat), minyak tumbuhan pilihan, 8 %, Kakao, glukosa cair.",safe,0,KB_SAFE
"bawang putih segar, Agar bubuk, polidekstrosa, Minyak Goreng, Tepung beras (91%), kedelai, VITAMIN B2.",unsafe,1,KB_UNSAFE
"Bl (Tiamin), PENGEMULSI: MONO DAN DIGLISERIDA ASAM LEMAK, bubuk coklat pekat, Singkong pilihan (63, telur bubuk.",unsafe,1,KB_UNSAFE
"Penstabil Dinatrium Difosfat), kedelai, Minyak Triglsenda, Sari Buah Stroberi (1%).",unsafe,1,KB_UNSAFE
"09%), BUMBU GARAM (MENGANDUNG PENGUAT RASA MONONATRIUM L-GLUTAMAT PERISA SINTETIK, seledri kering, Kacang Tanah, kedelai.",unsafe,1,KB_UNSAFE
"Mineral Zat Besi dan Seng), Kakao Bubuk 4%, Bumbu Rasa Abon Sapi 1, Pati Jagung Gula, margarin (mengandung pewarna alami Beta karoten (sayuran) CI No 75130).",safe,0,KB_SAFE
"kacang mede, PERISA SINTETIK(COKELAT, irisan daun bawang kering, Minyak Nabati (Kelapa Sawit, cabai merah kering.",unsafe,1,KB_UNSAFE
"Pengembang Natrium Hidrogen Karbonat, jus jeruk mandarin (4, pengental xanthan gum, serbuk bawang bombay, kacang-kacangan, dan ibu menyusui, CAPSICUM OLEORESIN, antioksidan tokoferol campuran pekat.",safe,0,KB_SAFE
"Bumbu Ayam Teriyaki ({6, Pengatur Keasaman (Asam Sitrat), dinatrium inosinat dan guanilat sebagai penguat rasa), tokoferol campuran pekat, Singkong ungu premium, Minyak Kelapa, PENGUAT RASA (MONONATRIUM L-GLUTAMAT.",safe,0,KB_SAFE
"whey, Gula pasir, 48%, Pengembang Amonium Hidrogen Karbonat.",unsafe,1,KB_UNSAFE
"Bahan Penolong (Enzim Protease, tepung gandum, Perisa Sintetik Ayam Goreng Perisa Sintetik Ayam, Rempah (Bawang Merah Bubuk.",unsafe,1,KB_UNSAFE
"Ekstrak daging kelapa terbaik (50%), minyak mustard, B9 (Asam Folat), Madu, minyak kelapa sawit murni, Pewarna Sintetik : Merah Allura CI No, Merah Bit.",safe,0,KB_SAFE
"Pewarna makanan sintetik kuning FCF CI 15985, Lemak Reroti (Mengandung Antioksidan Askorbil Palmitat dan, bahan pengawet kalium sorbat, Bawang Putih Bubuk 0, PENGEMBANG: NATRIUM BIKARBONAT, Maltodekstrin, pati Kentang, aroma sintetis.",safe,0,KB_SAFE
"penguat rasa mononatrium L-glutamat, almond, PENSTABIL: GOM KACANG LOKUS, Jagung giling, PEMANIS BUATAN ASPARTAM)), Kecap Inggris (Mengandung alkohol 0, Moluska.",unsafe,1,KB_UNSAFE
"persik, Pewama Alami Karamel Kelas IV, ekstrak ragi, dan Kacang Pohon, beras goreng crispy.",safe,0,KB_SAFE
"glukosa murni, Asam Folat, pengembang (natrium hidrogen karbonat (INS500ii)), Jagung (18, lesitin kedelai.",unsafe,1,KB_UNSAFE
"Kalsium Karbonat, Lemak Nabati (mengandung Antioksidan Tokoferol Campuran Pekat), Bawang Bombay Bubuk 1, (mengandung Gula, Penguat rasa Dinatrium 5'ribonukleotida) Pewama Alami Beta Karoten (sayuran) CI No, dinatrium guanilat dan dinatrium inosinat).",safe,0,KB_SAFE
"bubuk lada, sarden, bawang merah cincang, nata de coco segar (7.",unsafe,1,KB_UNSAFE
"Pengatur Keasaman Asam Sitrat, LEMAK NABATI (MENGANDUNG ANTIOKSIDAN TOKOFEROL), persik, ekstrak buah asam (0, pewarna sintetik (tartrazin CI 19140, 88%).",safe,0,KB_SAFE
"BUMBU : Gula, dinatrium 5'-guanilat [E627] & dinatrium 5'-inosinat [E631], 75300), Pengemulsi, Pemanis Alami Glikosida steviol), gula glukosa, Menangdung pemanis buatan, Perisa Alami Barbekiu.",safe,0,KB_SAFE
"Pengawet (Kalium Sorbat, Teh Hiiau Bubuk (0, Pisang Bubuk (0, zat pengemulsi (fosfat.",safe,0,KB_SAFE
"Madu (3%), daging sapi bubuk, seledri kering, lemak reroti (Mengandung Antioksidan BHA), VITAMIN B3, laktosa.",safe,0,KB_SAFE
"Perisa Sintetik (mengandung Pewarna Alami Karamel l), Pengatur Keasaman (Kalium Karbonat, MINYAK : Minyak nabati dan bawang merah, lesitin kedelai, gula putih murni, Dinatrium 5'-inosinate.",unsafe,1,KB_UNSAFE
"Laktosa, konsentrat jus stroberi (8%), Penguat Rasa (Mononatrium Glutamat), Antioksidan BHT, RUMPUT LAUT (0, susu bubuk, Antioksidan Tokoferol.",unsafe,1,KB_UNSAFE
"sesame, Dinatrium Inosinat, Konnyaku Bubuk, dinatrium inosinat dan guanilat).",unsafe,1,KB_UNSAFE
"bubuk bawang bombai (0, tuna, Pisang Bubuk (0, sirup glukosa, Pati Termodifikasi, Minyak Nabati (Kelapa Sawit.",unsafe,1,KB_UNSAFE
"Mi bihun: Pati jagung, madu pilihan (0, Kakao Massa (0, 97%).",safe,0,KB_SAFE
"tokoferol campuran pekat, laktosa, Pewarna Alami Beta Karoten (Sayuran) CI, Pengembang Natrium Hidrogen Karbonat, Irisan kentang, 35%), ekstrak kelp.",safe,0,KB_SAFE
"gula, minyak dari tumbuhan, Minyak Nabati Kelapa Sawit, Bubuk cokelat, lihat, bawang putih, Gula Merah, 25 % ).",safe,0,KB_SAFE
"Perisa sintetik, Pewarna Beta Carotene (sintetik CI 40800), (mengandung Antioksidan Askorbil, whey.",unsafe,1,KB_UNSAFE
"Lemak Reroti (mengandung Antioksidan Tokoferol), natrium benzoat untuk pengawet, Antioksidan Tokoferol Campuan Pekat dan BHT), pati dari jagung, minyak kelapa sawit, Pati Kentang (30, Antioksidan Tokoferol, Perisa Sintetik Mangga.",safe,0,KB_SAFE
"tepung dari beras, terigu, Pati Termodifikasi Asam, Minyak goreng kelapa sawit (mengandung antioksidan TBHQ), garam spesial (5%) (dengan penyedap rasa MSG.",unsafe,1,KB_UNSAFE
"557%), Kakao Bubuk (5%), Penguat Rasa Mononatrium Glutamat dan Dinatrium 5'-Ribonukleotida), Serat rebung.",safe,0,KB_SAFE
"Rapa Terhidrogenasi), telur bubuk, tepung konyaku, REMAHAN BISKUIT (MENGANDUNG PERISA SINTETIK (COKELAT), Bifidobacterium.",unsafe,1,KB_UNSAFE
"kalsium laktat, askorbil palmitat, minyak tumbuhan pilihan, dan garam halus, krimer nabati, Humektan Nabati, KAKAO BUBUK(2%).",safe,0,KB_SAFE
"HIDROLISAT PROTEIN NABATI (MENGANDUNG PEWARNA KARAMEL IV), Rempah-Rempah, Selulosa Bubuk (E460)], 395%), Tanpa pengawet dan pemanis artifisial, ASAM FOLAT), PERISA ALAMI KENTANG PANGGANG, antioksidan TBHQ.",safe,0,KB_SAFE
"Minyak nabati (Mengandung antioksidan, lada putih, telur, pengawet asam sorbat), tumbuhan), pemanis artifisial asesulfam-K.",unsafe,1,KB_UNSAFE
"bahan pengemulsi, Informasi Alergen, 78% (Mengandung bawang putih (39%), Antioksidan Natrium Askorbat, Daging Sapi 21, hazelnut.",unsafe,1,KB_UNSAFE
"Garam Bumbu (Mengandung Penguat, Perisa sintetik rumput laut, Gula (19%), Krispi Beras (13%), sirup fruktosa, konsentrat sari buah anggur (2, gula putih murni.",safe,0,KB_SAFE
"kedelai, pengawet kalsium propionat, rumput laut wakame kering (7%), perisa sintetik vanilla, Rempah-rempah, Saus Stroberi 16% (Mengandung Kalium Sorbat), Ekstrak Rempah.",unsafe,1,KB_UNSAFE
"Zat Besi, PENGEMBANG (NATRIUM & AMOMUM BIKARBONAT), BUMBU RASA JALAPENO 0, Buah Stroberi Bubuk 0, 45%), rumput laut wakame kering (7%).",safe,0,KB_SAFE
"LIHAT DAFTAR BARAN YANG, Jagung Kernel Utuh 91%, Semolina, udang, margarin oles (mengandung pengawet kalium sorbat.",unsafe,1,KB_UNSAFE
"susu, bawang putih bubuk, Bawang prei, perisa cocopandan sintetik, Tokoferol Campuran), Niasin, Penstabil Hidroksipropil dipati fostat.",unsafe,1,KB_UNSAFE
"Madu Bubuk (0, MINYAK SAYUR, minyak kelapa sawit murni, susu.",unsafe,1,KB_UNSAFE
"susu bubuk, minyak olein dari buah sawit, cabai rawit, PEWARNA MAKANAN SINTETIK (MERAH ALLURA CI, Minyak.",unsafe,1,KB_UNSAFE
"bumbu (mengandung laktosa, Perisa sintetik rumput laut, Bekatul, Kacang Tanah (42.",safe,0,KB_SAFE
"tepung terigu, perisa paprika alami, 36%), dan garam laut, 81%).",unsafe,1,KB_UNSAFE
"cabai kering, ikan, lemak reroti (mengandung pengemulsi mono dan digliserida asam lemak dan antioksidan tokoferol), ekstrak jeruk mandarin (4, libat daftar bahan yang dicetak tebal.",unsafe,1,KB_UNSAFE
"LEMAK NABATI, Pengental karagen, kepiting, penguat rasa (dinatrium 5'-guanilat [E627] & dinatrium 5'-Inosinat [E631]).",unsafe,1,KB_UNSAFE
"75470 dan Minyak Atsiri, Daglng Ayam (56%), tepung terigu, Mengandung Antioksidan (TBHQ dan Alfa Tokoferol) dan Pewama Alami Karamel III, tepung dari beras putih.",unsafe,1,KB_UNSAFE
"kedelai, Selongsong Sosis, Konnyaku Bubuk, garam murni (1%), 18% (Mengandung Penguat Rasa (Mononatrium Glutamat, alkohol.",unsafe,1,KB_UNSAFE
"tepung dari biji jagung, kaldu tumbuhan, krimer nabati, Campuran, pengatur asam (asam cuka dan asam laktat).",safe,0,KB_SAFE
"PENSTABIL FOSFAT, Humektan Nabati, serbuk jagung, minyak zaitun murni (4%), penguat rasa, Bumbu Rasa BBQ Balado (mengandung Rempah (Bubuk Cabe (0, lada bubuk, Lemak Nabati (mengandung Antioksidan TBHQ).",safe,0,KB_SAFE
"irisan bawang merah, jahe, Tepung Beras), Sari buah kelapa berkualitas (50%), aroma artifisial, karagen.",safe,0,KB_SAFE
"lemak reroti (mengandung antioksidan askorbil palmitat, mentega, Rempah (mengandung cabe (0, Antioksidan Natrium Eritorbat.",unsafe,1,KB_UNSAFE
"Perisa Alami (Oregano & Rosemary), Pewarna Sintetik Kuning FCF CI, PENGEMBANG (AMONIUM BIKARBONAT, Asam Folat), Pewarna Sintetik (Tartrazin CI 19140 & Kuning FCF CI 15985), ikan, Pemanis Alami Isomalt.",unsafe,1,KB_UNSAFE
"minyak kelapa sawit, Pewarna alami Karamel I, tepung beras putih murni, garam laut, lemak kakao, Teh hijau, Sultana (5%).",safe,0,KB_SAFE
"tepung terigu, Karagenan (5%), tumbuhan), antioksidan (BHA dan BHT).",unsafe,1,KB_UNSAFE
"Ubi kayu ungu segar, saus tomat segar (45%), Keripik singkong terbaik, Pengental Nabati, Gula putih, karbonat dan amonium hidrogen karbonat).",safe,0,KB_SAFE
"kepiting, 01%), Pewarna Makanan Sintetik, sekuestran EDTA, sari jeruk mandarin (4, pati jagung.",unsafe,1,KB_UNSAFE
"PERISA ALAMI KENTANG PANGGANG, SIRUP MALTOSA, daun limau, cumi-cumi, Bumbu Frankfurter 1, pengatur keasaman asam sitrat, PENGENTAL PATI ASETAT, alergen.",safe,0,KB_SAFE
"16035, tepung jagung, madu, antioksidan asam askorbat), Natrium Polifosfat), Kacang Tanah (45.",safe,0,KB_SAFE
"242%), Potongan kentang, kacang tanah, Penguat Rasa (Mononatrium Glutamat), Acar sawi, Bumbu: Gula, telur.",unsafe,1,KB_UNSAFE
"Ubi kayu berkualitas (63, Peterseli, Tanpa, Bumbu Asin, telur, ASAM MALAT (296)), Perlakuan Tepung (Natrium Stearoil-2-Laktilat).",unsafe,1,KB_UNSAFE
"Buah Stroberi Bubuk 0, Lemak Nabati (mengandung Antioksidan Tokoferol Campuran Pekat), pewarna alami (Beta-karoten (sintetik) CI No, Suksinat, LIHAT DAFTAR BAHAN YANG DICETAK, Bumbu Rasa Bawang Putih, Natrium Askorbat, tumbuhan).",safe,0,KB_SAFE
"Kakao Bubuk 0, karagen, rapeseed), bubuk lada, lesitin kedelai.",unsafe,1,KB_UNSAFE
"Mi bihun: Pati jagung, bumbu (mengandung laktosa, lihat daftar, lihat bahan bercetak tebal, wijen, jus jeruk mandarin segar (4, 72%).",unsafe,1,KB_UNSAFE
"Lemak Nabati (Mengandung Antioksidan BHA), sarden, LEMAK REROTI (MENGANDUNG ANTIOKSIDAN(TOKOFEROL CAMPURAN PEKAT(307b))), Pengatur, bubuk ekstrak jamur shitake, madu pilihan (0, dan garam laut.",unsafe,1,KB_UNSAFE
"Lemak Reroti (Mengandung Antioksidan, Biji Bunga Matahari (94, bubuk bawang bombay, Bawang Putih Bubuk (mengandung Kacang Tanah), kedelai, minyak sayur, Kacang Tanah (45.",unsafe,1,KB_UNSAFE
"Kakao, DAN PENGATUR KEASAMAN ASAM SITRAT, sitrat dan natrium hidrogen karbonat), Bawang Putih Bubuk 0, sari buah jeruk mandarin (4, minyak nabati, lihat daftar baha yang dicetak tebal.",safe,0,KB_SAFE
"Antioksidan Askorbil Palmitat dan Tokoferol), var, Minyak Nabati Terhidrogenasi, teri, MINYAK NABATI (MENGANDUNG, PGPR).",unsafe,1,KB_UNSAFE
"susu, Lemak Reroti (mengandung Antioksidan Tokoferol), Minyak berbumbu: Minyak nabati, Pewama Sintetik Tartrazin CI No, bawang merah (0, pengental (gom biji lokus, ekstrak ragi).",unsafe,1,KB_UNSAFE
"Bumbu-bumbu, PENGAWET (KALIUM SORBAT DAN NATRIUM PROPIONAT), Pengganti Lemak Kakao, Pengemulsi Nabati (Lesitin, Dinatriun Guanilat).",safe,0,KB_SAFE
"Pemanis Alami Sorbitol Sirup, Jagung bubuk (65, ekstrak buah asam (0, Hidrolisat Protein Nabati, minyak dari kelapa sawit, Tomat Bubuk, Kakao (5 5%).",safe,0,KB_SAFE
"42090 (133)), LEMAK REROTI (MENGANDUNG ANTIOKSIDAN(TOKOFEROL CAMPURAN PEKAT(307b))), dicetak tebal, Pengembang Natrium Bikarbonat dan Penstabil Dinatrium Difosfat), bubuk merica, penyedap mononatrium glutamat, krimer tumbuhan.",safe,0,KB_SAFE
"Minyak Rendang: Minyak nabati, Semolina Jagung 36%), zat pengemulsi (fosfat, Pengembang (Natrium Bikarbonat), Perisa Sintetik [Karamel, Informasi Alergen :, tepung.",safe,0,KB_SAFE
"asam askorbat, lemak cokelat murni, Pewarna Makanon Alami Kurkumin CI No, Kentang pilihan.",safe,0,KB_SAFE
"Fruktosa, 78% (Mengandung cabe merah (28%), penguat rasa dinatrium guanilat dan inosinat), 25 % ).",safe,0,KB_SAFE
"penyedap rasa (mononatrium glutamat, lihat daftar bahan, rempah pilihan, Pengemulsi nabati, sirup tinggi fruktosa, kerang.",safe,0,KB_SAFE
"92%), kacang mede, pengawet natrium benzoat, daging sapi bubuk.",unsafe,1,KB_UNSAFE
"Pewarna Alami Karamel l, cabai giling, Lemak Kakao), Minyak Olein Kelapa Sawit, xanthan gum, Serat rebung, Perisa Vanila, Kecap Bubuk (1.",safe,0,KB_SAFE
"hazelnut, gula putih (19, minyak nabati berkualitas, Kakao Bubuk (0.",unsafe,1,KB_UNSAFE
"Tepung porang pilihan (48%), pengatur keasaman (asam sitrat), Penguat Rasa (Dinatrium 5'-Inosinat, Pati Jagung, Air, telur.",unsafe,1,KB_UNSAFE
"gula kristal (19, gandum, garam spesial (5%) (berisi penguat rasa MSG, AIR, Lemak Reroti Nabati (mengandung, perisa buatan (stroberi, 673%) (MENGANDUNG BUTTERMILK.",unsafe,1,KB_UNSAFE
"Mengandung allergen, dan Perisa Sintetik Vanila, Bihun: Pati jagung pilihan, Albumin, penstabil, Kecap Fermentasi, Lemak Nabati (Mengandung Antioksidan TBHQ), dinatrium guanilat dan inosinat).",safe,0,KB_SAFE
"Margarin (Mengandung Antioxidant BHA), minyak nabati non-hidrogenasi (kelapa sawit, antioksidan vitamin C, penyedap MSG, kepiting, aroma ayam sintetis.",unsafe,1,KB_UNSAFE
"Campuran, saus cabai (dengan penyedap MSG) (41%), glukosa cair, Tepung Natrium steoroil-2-laktolat.",safe,0,KB_SAFE
"INULIN, kedelai, 7%) (mengandung Bubuk Kopi 0, mineral (zat besi), 3% (GULA.",unsafe,1,KB_UNSAFE
"Gula Icing (16, campuran rasa soto (mengandung hidrolisat protein nabati, PENGAWET (KALIUM SORBAT DAN NATRIUM PROPIONAT), Penguat Rasa (Mononatrium Glutamat).",safe,0,KB_SAFE
"minyak kelapa sawit murni (dengan tokoferol sebagai antioksidan), 21%), Alga laut (47%), gluten, dinatrium 5'-inosinat, Bubuk Ketumbar (0.",unsafe,1,KB_UNSAFE
"garam alami, Minyak Atsiri Paprika, Perisa Alami Mangga, Pewarna makanan sintetik kuning FCF CI 15985, B12.",safe,0,KB_SAFE
